galactic year,galaxy,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y,Index
990025,NGC 247,0.851500701,76.56851748,24813.8226,0.691749671,,,,,,43.92715916,746.9199072,41.61557506,90.03589037,49.84269997,14.89309265,479.298536,53.32987703,68.13076473,75.0026633,76.70707716,110.3217038,111.3737952,3.181865909,102.6373349,10.18072248,101.5052671,83.85904723,88.84178131,49.42827864,88.26592657,81.10126657,56.93115267,46.89892624,2.010137442,24.27267685,274.0407196,322.1352167,52.40596743,17.6221795,22584.74765,7374.565873,20.23746866,171.167858,,12.72715555,,,,,450.6781401,52.45590166,,,,107.2660409,,,37.84606608,9.265919484,,,108.4231436,,,,,,,,,,40.81531096,,,,0.059890749,105
990025,NGC 300,0.498149854,49.96805772,16529.42651,0.488711669,6.634592539,5.418206051,0.350601297,0.351637002,203.9884104,19.77744137,704.256655,35.41964366,379.4197371,170.5822776,12.94295324,169.4666059,36.38114602,54.98175763,55.29908345,58.40504919,124.0417153,260.2068272,1.848543553,109.1850777,7.977319766,100.8755225,87.74841044,94.28600169,32.94761946,99.13274664,89.04160062,15.86258443,66.71396215,1.712008425,17.86441063,411.8594718,407.3902411,92.5747153,67.60579969,25708.03134,6603.646321,16.84037417,89.01594535,,13.42998051,1.833916741,4.032615762,5.212010897,5.743072631,1234.382886,,,,,66.67706173,28.49459303,26.15391179,15.71829364,7.777849763,32.31683976,,36.63823396,,,,,,,,,,0.343808089,6.080795378,,,0.048697878,126
990025,NGC 3109,0.850480305,80.25109435,24712.60579,0.808915216,8.175237126,6.101470193,0.577421742,0.386511417,187.1657291,34.06176994,852.0942693,73.91735813,123.7134068,84.04531141,12.72911843,501.0177306,34.80791093,77.9732096,74.7743542,27.51867338,91.61257637,87.93860059,1.92844178,69.03844641,20.79176899,77.0634997,62.29870703,32.65473917,58.78411358,87.45924497,58.51607818,33.92300308,31.16355641,1.583836461,35.04298146,308.2760937,378.1852809,37.72788216,17.03403515,34059.51562,5487.580411,11.37857676,122.05104,,4.144490835,5.74043055,6.694764474,6.281684189,11.41770563,492.7093222,44.75566872,,,,87.2661531,38.9114093,58.16717176,32.42436899,13.37288735,24.54951082,,81.85609241,,,,,,,,,,37.54685457,6.219734327,,,0.053135695,104
990025,NGC 3741,0.971695099,81.14616015,48686.5535,1.10716888,14.83242157,14.99418432,0.822948542,0.894593636,47.76322535,36.56789389,797.9760698,105.8771939,69.26587595,18.39164953,42.47504762,613.9791012,30.87106179,89.45267556,90.43432328,85.61656412,53.46645114,21.97937121,2.137241746,35.88814393,8.937504912,23.86322745,80.59693935,67.87101618,89.74735153,80.16333693,77.11384577,104.2954929,64.444385,2.423813247,22.47608448,141.6855569,153.0900567,12.42658737,7.845444028,43169.81719,7510.95184,11.73739449,105.9946251,,8.472235368,16.05070913,12.3777519,16.56438967,13.61456748,175.1443671,49.33394266,,,141.8933227,134.1462365,87.74334822,100.2968761,32.84441308,12.45335872,87.95807975,,113.1631954,,,,,,,,,,30.07533403,,32.32606368,,0.26887655,63
990025,NGC 404,0.91156536,77.6179689,24705.88027,0.770036941,14.38222925,11.56022052,0.627944766,0.776505035,126.9304446,32.69229024,628.422735,32.12196194,32.22155934,37.61697298,15.36198052,708.3958843,81.0739874,79.8277164,82.39839717,70.62338689,82.7328435,79.06938236,3.38510558,62.89485096,22.1439348,59.6691715,72.89568313,72.4238647,62.18611131,87.87256525,63.63235565,57.67020268,42.47176905,2.852720919,55.2762162,206.9224542,349.789645,38.46443469,18.79348493,15969.19763,9268.716146,10.99673406,108.7843649,,9.289794167,10.2229947,12.69838036,15.20551152,14.76783337,263.4614816,98.38982688,,,,100.947364,65.9233193,89.95444619,25.55192808,11.4984064,91.312829,,131.7544671,,,,,,,,,,37.90845157,2.793402458,,,0.071660344,34
990025,NGC 4163 (NGC 4167),0.870903697,80.06697517,56885.87205,0.944425152,15.21254952,8.579877792,0.831526076,0.63069338,106.5539181,19.44939657,1393.029468,93.04157512,92.3246206,56.80833998,11.33532925,564.7733761,59.2449072,75.85020546,82.15568506,62.59134408,97.97813104,123.7138947,2.436225163,45.34577318,15.26882286,38.78206374,63.61239394,37.64801875,90.81479402,87.91716858,60.33926841,24.95147101,24.95228863,1.450651147,35.25216182,201.3066464,287.7996011,25.36040803,14.39778311,60563.31266,2757.769061,12.94436186,133.0402863,,17.38291444,6.424684264,9.614420097,,,407.0797517,14.62758785,,,,40.78178318,59.31775507,80.2401879,29.43609687,,75.94328692,,,,,,,,,,,,10.94736193,,20.59494706,,0.053166576,76
990025,NGC 4214 (UGC 7278),0.845626336,75.69557981,21323.26252,0.80271524,16.35253045,8.805102,0.751227372,0.731619403,124.8228471,,1230.38493,33.91729113,77.62712055,53.41651015,11.32316272,736.4846253,32.16760401,74.74466406,74.90694177,121.7823896,105.5002375,49.67024296,1.896067195,64.70762898,9.712916178,59.78853161,50.40879673,44.4373267,66.58285137,52.90744997,47.08824146,68.62434989,60.9138958,2.266891851,19.25002513,245.2304234,373.2211639,33.68633113,7.776782178,18275.50949,5920.017041,12.42833027,,,16.59890522,,,,,471.1800292,84.86916113,,,,67.95731933,,,,43.45370702,,,,,,,,,,,,,,,,,0.049526565,92
990025,NGC 5102,0.917748243,89.27940579,50647.57949,1.043082457,16.90021923,9.347839814,0.916376985,0.933979716,57.63346472,37.32705747,608.6272783,101.6050433,32.37246321,54.5320199,34.19481775,581.486935,68.50028448,77.90981751,87.28117663,116.553702,67.38430377,83.25306301,1.597566132,28.86039528,17.93572809,22.78670106,72.93361866,65.14158213,95.26402331,85.80559887,71.73507628,45.08397773,57.0212233,2.20938189,25.72093214,151.3434468,228.5096649,23.34940558,22.22534924,42919.577,5917.075843,17.23055007,83.91741762,,8.621479333,10.89492372,9.443198209,15.29508869,16.27608346,167.1415338,37.60749979,,,126.2846762,160.1472587,86.58132772,97.47086885,34.2778103,11.69293346,68.04479781,,125.6735039,,,,,,,,,,16.90687361,,26.84096664,,0.139887092,180
990025,NGC 5206,0.527810628,64.44575439,27141.68602,0.560451416,10.14938134,8.420779929,0.646825423,0.502008775,177.5682564,,1333.616515,76.12694217,232.7036647,140.3585707,14.29014035,655.1196152,58.54341568,57.75847045,63.31265751,98.44209385,120.901846,216.4533396,1.973919247,92.64794127,27.21745345,92.62978721,89.56290031,93.8306461,40.90432235,98.06483767,68.85102193,94.76452639,44.26325749,2.796172174,40.66358297,556.3948919,693.6360766,29.5841572,17.61389505,30242.28123,4468.109224,23.14376467,,,16.08634141,5.760097856,8.504272572,,,876.0221022,107.9407373,,,38.14304203,142.4234389,30.9059517,54.43797821,,,46.26767321,,107.5031173,,,,,,,,,,,15.50411725,,,0.051067275,179
990025,NGC 5237,1.055343685,86.11135441,59722.54146,1.03491892,18.8542199,15.26528713,0.956134218,1.102659425,54.88846455,30.52930777,787.2784544,93.98462868,67.93417644,14.57889335,21.79616609,790.0455771,77.89849809,83.34664841,95.23960005,68.94053859,47.66645433,143.3325815,2.977973768,28.46947162,11.58885344,36.26812401,78.82114948,74.80548352,91.43414699,82.37844564,75.89732886,52.9402106,53.77109728,1.861384908,26.68364796,129.9751994,285.7719035,24.64333604,14.63756944,42151.89539,16764.58029,13.02322233,64.69573552,,9.499132574,17.50678762,16.67211262,19.3476618,18.60492778,508.397557,21.59992696,,,113.7146635,211.7955336,143.2711482,107.9084219,30.46891066,8.379404078,132.8446933,,110.2800638,,,,,,,,,,29.39744692,,39.53436628,,0.125497018,178
990025,NGC 5253,,,20429.3757,0.633555757,,,,,,,541.8567992,63.70452242,91.88088007,77.26214343,,,,,,,,,3.176597385,42.23421601,10.39217551,23.56421925,,,101.814799,,72.39068573,69.25162383,23.9568192,2.95578918,27.23014451,,,19.1142772,15.33310144,19798.1785,9579.562797,,,,,,,,,,32.02490383,,,,,,,,,,,,,,,,,,,,,,,,,0.045114594,144
990025,NGC 55,0.787471657,77.62675974,52001.58194,1.049689825,10.09791914,,,,,22.89419837,604.7949404,85.49536105,72.93918889,52.90284531,10.44593033,429.8108565,61.05816308,75.64617668,78.59568102,122.8394516,102.3166214,134.8190518,2.836826386,55.57022086,9.062763285,43.98586405,68.07471198,34.26848753,64.55968379,92.66392464,74.0141462,22.2840592,52.05882757,1.545161674,21.32119859,274.9450605,336.9790606,25.12197761,12.52902021,53447.43703,7201.776542,10.51000948,122.556893,,45.60619052,,,10.97966837,11.45418322,264.8359802,18.54602303,,,,110.5208773,,,21.18227786,9.146559609,,,89.36290964,,,,,,,,,,-11.80078411,,,,0.09205499,175
990025,Pegasus Dwarf Irregular (DDO 216),0.917366893,77.63755163,17875.84601,0.951746679,13.50195599,8.372947137,0.890190709,0.522441629,106.3392025,36.37451737,711.6283221,72.51631967,51.35456549,46.38216049,13.15811609,520.6753437,57.37068775,76.76622078,85.72750429,61.81821786,79.22641671,97.44157692,1.622997103,43.26490067,11.2383948,23.04703184,69.40427397,63.35573213,54.81946295,95.30872477,74.5003601,91.09896957,45.80408557,1.551321192,17.15577151,206.4789878,316.8541802,43.55475884,12.39256924,19792.75448,5314.133875,19.52451314,203.9421812,,20.7814915,9.278050065,8.218047049,,,450.8086158,37.98554926,,,,143.9009286,67.97258957,64.02710159,43.23739582,8.802516369,83.29779367,,109.5654268,,,,,,,,,,29.59773611,4.419067772,23.18350636,,0.059715958,171
990025,Pegasus Dwarf Sph (And VI),0.935767701,84.01748122,19235.30585,0.882780076,18.81363792,12.28857639,0.980458927,0.814818304,83.58305997,46.41249457,848.1237651,92.63850223,33.61492321,48.06094956,15.41216678,359.950926,64.63634911,78.99376659,82.26245019,76.15964198,58.62454832,57.9235883,2.283947685,99.49944525,11.11037327,72.81603211,70.8408668,68.20159302,56.42250577,82.92739247,62.11250291,76.76502181,56.36546212,2.333542151,30.10962484,239.0773206,403.5021913,23.13165149,19.31850148,22304.72618,7791.818567,4.169806911,97.21969179,,9.368581222,12.73129498,11.06341194,15.12993606,17.7863403,401.7784759,24.19536664,,,,101.4053222,81.82203197,109.1740071,46.61880125,4.757432188,93.01897435,,122.3954089,,,,,,,,,,40.11724819,,29.66429524,,0.125049798,118
990025,Pegasus III,0.644629808,57.62758454,30998.9639,0.680506639,,,,,,,547.5217124,51.08534206,210.1628889,144.1282941,17.28126876,658.0287423,55.10739563,53.76567727,53.60813493,101.1259313,97.68088561,254.6944051,5.064045921,25.67836415,6.614410684,14.55926501,70.68868549,62.33824616,97.58373779,75.93284642,77.26644614,86.16499988,33.4959037,3.898458177,19.39214968,408.0067534,559.0960228,19.64510174,17.57622047,11256.45209,4437.531649,23.50362297,,,9.837363541,,,,,1684.592523,118.9564186,,,,72.26032945,,,,,,,,,,,,,,,,,,6.137887757,,,0.045859831,88
990025,Perseus I (Andromeda XXXIII),0.931533974,81.02705342,73040.33033,1.015237226,14.39649173,8.066552595,0.832733937,0.63469972,82.89572438,27.91127363,738.1195179,106.759227,48.62017947,50.03499408,9.771816428,480.2250872,65.33441836,76.68871063,83.53583357,65.39098056,73.96313563,82.54100855,3.797250105,55.41378132,18.00643117,21.36298713,79.71782795,62.16999403,83.99659031,85.73725321,65.42594495,22.3941698,50.49178829,2.307999825,32.34970382,164.1135056,204.9802003,53.41927497,20.90962477,,,14.90728598,129.7764858,,9.339773096,8.892055004,7.004965482,12.93475482,12.32142469,276.0244198,19.02674371,,,154.9918246,,57.32773151,72.69927644,25.63436705,,77.56433956,,107.8609729,,,,,,,,,,24.18705627,3.832353538,30.57256797,,0.056408247,36
990025,Phoenix Dwarf Galaxy (P 6830),1.125257893,82.21992529,50353.53015,0.950973482,19.15962501,10.88186843,0.843664862,0.902297212,60.65554599,33.01930907,772.3957746,94.74888701,72.11403261,54.71833205,27.67669148,684.6896085,51.10532555,75.85779168,91.85078688,95.3935243,52.38051018,66.22851821,2.018069678,91.07506456,8.588975761,91.32527413,66.00070633,51.87629179,41.8532723,71.05979722,96.54776828,58.26550575,54.05010311,1.197835586,16.65284181,159.2426796,322.0722342,37.64743455,13.8070524,36230.64743,8436.514584,17.34494253,98.5309436,,11.18380972,9.302623362,11.20848837,20.4229139,16.04808805,315.6266869,30.85572486,,,139.8868476,,62.87065407,76.07180056,30.36094144,13.21743531,75.32105616,,123.9545404,,,,,,,,,,18.1483594,4.04886792,12.9365925,,0.170747475,52
990025,Phoenix II,0.952908569,75.95996285,26557.50562,0.600758061,13.01612058,5.67979793,0.725501916,0.567577618,148.479049,45.8558258,2154.024305,44.66242507,114.1765632,82.5842353,15.51481113,1670.566391,122.9486448,74.14438709,83.56656433,206.1836659,66.59117362,57.45605175,3.814515528,45.68331581,16.10100954,26.40102394,94.50900904,99.13243593,94.27888906,92.07295937,59.16031778,41.20739026,51.70778215,1.936749711,19.42191601,149.1605058,257.9176826,22.37349343,15.62692767,19474.8144,2957.047709,17.16478897,54.48841829,,12.69595531,8.964556336,8.931240632,10.78599666,11.78068444,493.4358872,74.78665349,,,125.6354486,138.0407047,65.16245493,60.4077704,34.55925595,8.712925591,70.1747242,,136.1047623,,,,,,,,,,33.41354825,,32.22499586,,0.06222121,56
990025,Pictor II,1.039647646,85.93074288,42661.45048,1.067867588,17.98141837,11.74849652,1.023456866,0.943856831,35.71560851,34.69180556,1049.214777,118.7540934,35.42450539,43.76420712,32.10280984,536.0138947,68.94423451,83.94327592,92.21614135,80.61243339,51.49147583,64.42027074,3.723429288,97.56438883,24.34292735,46.21819267,54.5714047,53.21223458,67.24468506,68.59936833,75.23633994,,54.24566668,3.074787063,36.29169819,177.1188294,213.4246504,31.70846879,13.71390258,53353.65711,7297.37705,,187.4980709,,6.5019178,11.40472277,11.51321454,17.19875276,17.3222811,287.806594,26.42897863,,,123.7998423,,88.16702623,96.09105895,27.5832063,12.10838545,93.52612959,,117.5905811,,,,,,,,,,,,,,0.168986982,141
990025,Pisces Dwarf,0.983000653,85.02092096,15796.18866,0.856718459,16.74641411,9.525408238,0.956650905,0.608000385,73.21026159,34.26648092,670.3066447,73.36732666,81.43317755,55.79791453,21.51960834,468.0922091,37.11379967,81.07864806,80.14274974,107.4018851,65.80455566,147.0391744,3.178482031,105.1142237,1.957004835,96.10307163,79.47137641,80.87064862,36.46154167,88.57538252,88.03373558,65.0386337,58.67610722,2.123615423,17.38967635,205.133669,327.810828,46.00819477,16.64551416,29169.33087,9992.847148,22.00475665,150.5399887,,7.557455253,10.21635056,8.568740904,,,496.9883083,23.3565161,,,95.31293949,86.7302929,59.37677954,67.83623925,32.86027062,12.44755201,48.1405253,,115.7946889,,,,,,,,,,32.35178068,6.699904258,,,0.066076688,93
990025,Pisces I,0.60434053,66.780751,19644.2846,0.651987508,8.955154396,7.025882309,0.460420015,0.36732159,171.2812389,,387.1558165,37.64114996,126.009976,115.4996397,15.06578384,413.3159453,63.23032558,61.2835674,64.16186331,45.97479682,118.9012531,128.6756026,3.89202198,75.32674805,11.84781329,47.72885453,89.95368256,91.21860622,70.30861131,92.33820887,65.99607335,93.10883272,43.78609846,3.302652821,21.45108537,427.0662335,505.1526093,76.93397194,44.48458342,,,,,,,5.037731308,7.043569025,,,1382.186776,,,,,,47.71442618,45.03676852,,,40.21972136,,115.6462122,,,,,,,,,,,3.659910948,,,0.052424502,78
990025,Pisces II,0.938552123,75.03930767,32701.7959,0.855821113,13.78654415,9.841325543,0.741801985,0.539573726,143.5656092,31.65128401,707.5634894,78.40846599,105.2657833,97.35114884,10.22578204,299.1860826,69.33222829,74.40131476,80.46495261,103.1947073,93.19267101,161.8890055,3.703160393,75.73633472,17.01888698,48.01178231,65.63807778,50.15560692,67.08728511,84.6780669,54.59985737,37.39580121,16.18680419,3.14334874,41.40378828,281.2847223,341.2583432,43.29045956,25.12648371,26482.56998,5304.402843,12.67807268,106.0844707,,8.101958511,8.846530112,8.957464111,,,573.5306259,56.99306201,,,,126.6532663,42.53851974,54.0674611,27.74850584,9.196551469,50.30338949,,,,,,,,,,,,29.50598164,3.860159633,,,0.058846244,129
990025,Pisces III (Andromeda XIII),0.723156662,75.91484178,35941.33501,0.895601541,13.12573881,6.453461928,0.67673961,0.54403013,132.973872,43.81882032,434.2874045,74.83280151,94.17932998,71.93292039,18.76045695,411.0622719,56.33981981,73.02189681,75.93977131,122.595646,123.4104774,178.3706629,3.154442606,87.01766112,6.656377669,50.54862841,59.83150146,26.51813845,61.22068415,92.05026162,75.25855749,25.27918212,54.8600735,2.4549864,19.37828053,363.2460794,344.5153994,36.35089543,15.62953496,37981.91028,8285.319918,18.59551955,89.99244129,,11.88375326,7.04225693,8.25662378,,,325.197059,25.23768576,,,,111.0274058,49.33852429,67.87277308,29.42366488,,49.06768281,,117.7452056,,,,,,,,,,21.8480944,6.921741439,,,0.055820107,138
990025,Pisces IV (Andromeda XIV),0.888785943,76.65661777,15108.46451,0.644680796,15.26116013,11.98014044,0.83518504,0.851236544,152.1554991,31.217534,706.4197716,64.63198196,98.29386251,80.4881558,14.68590141,384.6728257,22.59949209,74.39134992,83.53222649,83.03433766,88.04610741,102.0320544,3.012884047,95.31764587,15.68806618,71.6333033,75.13141245,65.16704265,73.1721097,83.34681539,63.44220007,27.42879726,46.30570649,2.502438885,30.15487458,267.5019279,414.8897637,,,9123.390262,5639.296062,,127.7087806,,,11.43989875,10.91084545,,,444.8118986,40.01559423,,,,,112.2722624,98.81146707,29.54157021,,97.79625065,,126.749851,,,,,,,,,,,5.700401894,,,0.070800868,57
990025,Pisces V (Andromeda XVI),0.518485434,66.71683826,21221.86367,0.648214441,9.034144525,3.907260823,0.570385108,0.39616316,182.9949994,30.26807398,856.6420302,76.12221674,234.4093249,135.3766851,13.02781862,183.2542118,52.65357977,60.48189887,60.08710785,43.90592363,111.943071,230.4812767,2.923865621,83.99293531,6.661447401,73.06876358,70.12456576,63.6178519,62.03116377,75.94564959,67.21295807,58.67621806,53.20642818,2.486856565,9.679423654,395.5065504,438.4438161,32.07024174,14.62382324,14076.23496,8046.505313,14.00901751,218.8386147,,13.66547232,3.821124368,3.351631346,7.950310182,8.96738301,1203.073699,104.8581713,,,,89.72987157,25.70684164,31.35268256,30.45395141,,44.19066505,,83.25686893,,,,,,,,,,16.50223392,2.804286497,,,0.048488604,166
990025,Reticulum II,0.908692996,76.54687885,28811.43019,0.807681306,13.53931741,,,,,33.04885749,677.4818423,71.87823857,176.0383788,104.9824342,13.56497956,357.8980723,65.81811163,71.25493654,84.7602152,133.5513496,77.01098951,79.49623352,2.100809941,121.4624153,5.36616767,98.82656679,63.44547106,69.7259302,30.88742373,75.53214717,90.71368658,29.37418872,45.02203,1.259170278,21.03907107,223.8171552,402.4311303,,,33988.44255,8623.719816,,136.0262411,,,,,15.00800994,13.45032316,214.0977168,31.01532416,,,,,,,27.77814163,,,,119.4051646,,,,,,,,,,,2.189217707,,,0.108589979,44
990025,Reticulum III,0.522122123,56.73026319,24900.34714,0.533632005,7.080165037,,,,,16.83770134,285.8871116,45.74528321,253.5288267,150.7398,15.88800953,514.883161,39.26198374,51.68778258,59.03174747,85.092465,135.5493587,268.615563,2.686942518,83.717551,12.32785751,62.02458299,87.97172662,81.8421238,64.13744279,88.55964577,74.09205431,28.64926778,49.54149534,1.961939598,20.46112636,508.2435072,542.5029873,76.33511318,64.91088732,27487.85152,6971.883348,16.52144632,90.14366842,,10.46910824,,,,,1624.876638,128.3890153,,,,81.84954142,,,12.45860448,,,,66.53816187,,,,,,,,,,7.370069655,6.394216879,,,0.050080123,172
990025,Sagittarius Dwarf Irregular Galaxy (SagDIG),0.980338555,86.34591398,25633.595,0.967888391,13.62026602,10.46891012,0.86893521,0.684341229,112.3109986,30.92251571,690.3153533,96.34591586,92.59254261,56.81302897,17.56576436,636.8247815,78.97114667,74.93737323,83.63913963,99.69575709,88.19500626,119.2441523,2.165094596,46.316885,7.782909642,23.76210537,66.97122879,42.34925575,88.931846,92.52429654,69.62294627,53.04371593,46.17346926,1.842271376,26.8148448,231.2918858,356.3089749,50.1166684,32.23099964,27878.19705,7282.463391,16.38641339,90.61171696,,12.42039945,9.662563627,8.931052655,14.68044595,14.7293819,311.4213498,34.63652292,,,,97.65642061,56.60615365,67.03370564,26.39422631,5.458873438,62.54104294,,129.448269,,,,,,,,,,9.569529096,3.389694584,26.92257497,,0.06557029,101
990025,Sagittarius Dwarf Sphr SagDEG,0.897529909,75.86108427,48235.63607,0.858581564,14.80951445,11.34793871,0.841868668,0.839872649,82.98948999,23.68715786,721.3583358,107.0225852,66.19835093,58.00348578,19.68093245,528.1671794,80.09697183,80.26603518,83.32099391,84.45462439,74.99424462,111.5514278,2.658066527,33.84299527,21.16860747,40.40912589,71.97936166,58.73632732,59.19731644,88.94487027,55.98764126,39.14368093,67.14336184,2.234110465,36.28068962,254.4311479,339.8383513,16.15017061,14.06502474,27772.80178,486.986961,13.43489918,87.47524628,,12.62075298,9.801194543,12.25371795,,,374.1102556,21.44462154,,,,104.4154939,77.32884079,62.49315857,23.22274768,10.83877672,67.41248932,,120.6484878,,,,,,,,,,22.92894009,4.869693237,22.9880829,,0.074966986,23
990025,Sagittarius II,0.900157225,87.73647844,29302.25205,0.900094985,15.75078022,12.09667763,0.896660974,0.81334431,81.6983523,34.6089404,570.1108423,95.96565275,63.12589509,43.27186058,28.0300846,340.0186693,43.22044869,78.56358544,82.97136592,82.68591478,60.94984911,136.3020314,2.612078931,32.00205484,15.97726069,25.43786092,76.83055934,73.58394448,96.04636789,69.73040255,71.33766908,49.90682161,60.17062372,1.540624308,28.44124639,189.2282979,297.3579788,18.37224501,14.54725456,33380.20112,11804.58644,11.88122149,134.7229523,,6.165595445,11.93895823,10.95849434,16.23019854,14.00480778,306.7685976,26.05859479,,,115.8832474,,87.13363516,117.1011043,29.2171526,,89.57938243,,116.0365523,,,,,,,,,,13.25242174,4.307926031,,,0.091072271,15
990025,Sculptor Dwarf (E351-G30),1.087584869,88.97000077,45730.1954,1.029435671,19.71869283,13.60573698,0.968705165,0.994221401,48.04837488,29.52060893,704.3867951,97.14553774,75.06191439,17.58882529,23.82159872,284.4485958,54.90042497,85.32568702,96.6582112,19.97935816,42.11562032,67.00318714,2.862849064,105.5695477,29.72809828,57.78430302,76.21685466,71.79403587,72.27678692,86.52174004,70.33101616,71.09714501,51.26669281,1.87759778,62.06461799,163.7699824,224.3087904,42.25417741,14.60428755,49123.92621,8423.785191,12.7514305,103.8231046,,8.916543488,13.46092141,12.36545976,20.05014333,17.75461378,403.8934149,46.83478459,,,157.3374792,184.0856973,99.84658872,104.8459027,31.75864294,,131.7955391,,131.8583606,,,,,,,,,,22.53959832,,20.9508581,,0.164094742,61
990025,Segue 1,0.474607546,60.18051399,17365.71479,0.703469298,7.722625439,,,,,4.553419923,1022.745216,66.17150146,263.3483079,162.3941583,15.79932141,445.6523341,28.17794808,50.77058502,57.39388073,111.433917,113.8233408,276.3804894,2.519318974,38.10071827,20.73824935,25.83858187,90.62806358,93.66431775,99.75453503,86.30072171,75.08365042,58.15834755,56.320665,2.061153403,35.49466722,518.2760313,617.7418126,73.83425901,60.58950302,23657.73077,10513.1739,10.10838461,,,32.72456311,,,,,1425.940236,98.03784711,,,,,,,6.131390287,,,,81.3088984,,,,,,,,,,,6.417882603,,,0.049559001,137
990025,Segue 2,0.904749721,78.99267708,40497.96315,1.070493089,16.81132437,,,,,39.72761619,1051.035264,99.26596984,52.14347497,45.94071376,16.48660075,377.3470025,39.0459543,75.45503809,88.60105475,100.9003869,64.46273257,117.2956393,2.540122627,30.13418924,32.09484997,32.47186705,81.62444198,75.25766418,86.02363177,88.48044893,50.09958345,84.14520718,57.62585388,2.679042833,66.10008844,212.8727011,362.9087091,18.9850444,14.34906559,41963.52239,10753.16693,4.342063648,151.9769595,,5.294126157,,,18.02479018,15.19908859,483.2517981,48.87003148,,,159.14333,145.6815563,,,34.35873908,,,,115.7613572,,,,,,,,,,,3.267298366,,,0.089121558,28
990025,"Sextans A (92205, DDO 75)",1.026157536,83.92806008,,,,,,,,,539.5912844,78.44841559,39.49285535,33.63416607,17.61882682,518.4613837,72.60993405,82.3537037,86.60859276,120.931674,74.33291623,54.65618675,1.410564074,115.4042408,4.904233929,101.8632084,61.40734052,65.40756779,35.41040662,69.72944511,88.02164086,67.87865708,54.70794539,1.804679583,12.02941019,175.6760492,283.7022847,,,,,,,,,,,,,356.7798153,,,,134.4623555,,,,,,,,,,,,,,,,,,,6.397241228,,,0.112398779,121
990025,Sextans B (UGC 5373),0.693786547,66.0402476,23776.49341,0.493071692,10.69958165,5.466041778,0.532109022,0.470257323,165.544384,,687.5543859,55.080516,171.688189,115.6930574,18.77392248,317.2612927,49.50512925,57.05634154,67.55001424,83.47483169,100.7881335,102.2936932,1.303529864,110.8043872,11.10755397,91.27001794,87.18059574,73.17110973,49.94375858,96.13130739,86.01465902,89.55814607,54.63658003,2.136518342,30.62454667,347.9860401,438.4095415,55.28152565,18.30279452,21636.76475,8530.008373,,,,,6.074311842,5.783987824,8.988268958,7.699395435,554.2802397,129.7335468,,,,97.78838203,50.55446417,27.36265017,,,33.86172668,,103.457691,,,,,,,,,,,4.621329785,,,0.066807658,174
