galactic year,galaxy,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",y,Index
996004,UGC 9128 (DDO 187),1.015594854,83.55167117,18183.48536,0.817609379,14.46113741,11.55439915,0.857695898,0.781109111,123.6565646,0.061910352,1090
996004,UGC 9240 (DDO 190),0.466953729,44.568767,16050.92424,0.558680609,9.6940658,3.904985258,0.457193495,0.474178872,223.6818986,0.04537705,1202
996004,UGCA 105,0.838869972,85.36876603,20283.20922,0.676382437,17.86925715,12.05584333,0.792410057,0.907998514,110.8003193,0.053042496,1154
996004,UGCA 133 (DDO 44),0.592455823,53.90576169,28265.72246,0.618260993,8.484364626,7.687483006,0.507868871,0.408459011,169.3160803,0.049257419,1110
996004,UGCA 15 (DDO 6),0.734814905,73.71640886,30534.73895,0.712634176,,,,,,0.050954407,1205
996004,UGCA 276 (DDO 113),0.985755296,83.2346324,22868.73153,0.718863713,16.36934576,,,,,0.04761249,1198
996004,UGCA 292,0.782937706,75.95642726,23417.51891,0.825457957,13.592474,,,,,0.060628047,1126
996004,UGCA 438 (ESO 407-018),0.952535329,75.04762633,20880.57383,0.695752235,13.67005914,,,,,0.072112751,1105
996004,UGCA 86,0.679396058,64.34920769,20744.90007,0.714342257,12.9591163,8.505704712,0.580830688,0.503133941,165.2110634,0.048345063,1138
996004,UGCA 92,0.748237476,70.21962336,30485.94687,0.844434546,14.7335027,11.02731124,0.746590039,0.853045482,132.1629989,0.052011056,1203
996004,Ursa Major I Dwarf (UMa I dSph),0.951977097,84.13558788,39263.00679,0.745986079,14.33991387,11.77577826,0.852887697,0.537142764,98.82311189,0.060515352,1112
996004,Ursa Major II Dwarf,1.069996713,86.85213156,41998.23129,1.006761658,22.39141952,14.21260252,1.060628855,1.11280473,51.76509074,0.186243171,1152
996004,Ursa Minor Dwarf,0.940853881,80.87615771,98171.38056,1.209135589,17.11807501,11.49912118,1.033196386,0.884638884,71.90596634,0.05579841,1248
996004,Virgo I,0.548997059,56.39185658,20383.9991,0.488850215,8.042708989,5.781784235,0.505140789,0.366044044,203.1937992,0.047035918,1130
996004,Willman 1,1.039657341,84.72461523,64384.31242,1.051706323,17.09671599,10.41618777,1.055544219,0.850087849,106.0685434,0.059139103,1246
996004,"Wolf-Lundmark-Melotte (WLM, DDO 221)",0.579521269,61.01376361,22246.54632,0.537173916,7.145388029,3.918638316,0.400926762,0.413524093,207.1896433,0.0458853,1082
997002,Andromeda Galaxy (M31),0.732092979,72.25144596,22284.16831,0.651465403,14.3087858,,,,,0.046207184,1393
997002,Andromeda I,0.693396862,62.45680253,23136.02865,0.643888428,11.29777098,7.493181304,0.610941796,0.577969277,184.4646456,0.051325362,1363
997002,Andromeda II,1.007842192,89.72878141,47786.27572,0.98881167,16.60303692,12.93702199,1.008510022,0.832700898,86.30627696,0.173471222,1426
997002,Andromeda III,0.859625615,84.37944674,31699.92093,1.092091933,16.60055585,11.4107464,0.992059514,0.90416977,142.1521773,0.114644877,1276
997002,Andromeda IX,0.992702749,89.75437264,47185.59287,1.132825004,18.45543568,12.38307854,0.979676801,0.868138467,55.25656755,0.157998482,1307
997002,Andromeda V,1.109130494,94.99363387,48071.46857,1.050841491,18.35702916,13.72493142,1.146056502,0.960507902,46.08971423,0.216650747,1299
997002,Andromeda VIII,0.687615323,62.39518364,15187.21147,0.685614514,13.54540296,7.350259783,0.685240435,0.5654918,158.3276856,0.04747392,1376
997002,Andromeda X,0.784691934,63.39701845,23829.42646,0.511372661,9.242747675,,,,,0.050196148,1366
997002,Andromeda XI,0.724617589,71.58184075,18106.70495,0.601957366,10.66476891,8.809858077,0.6748234,0.436581752,169.6756553,0.047670082,1399
997002,Andromeda XII,0.852810553,79.65657558,31312.5375,0.864823276,12.33849831,6.660341413,0.802735875,0.507719378,147.6085824,0.061280054,1267
997002,Andromeda XIX[60],1.068762744,87.92360278,33131.88885,0.952950525,17.06814528,9.855949798,0.900518767,0.853978188,108.4843414,0.143779295,1284
997002,Andromeda XV,1.053920507,84.88327333,41843.81484,0.913074045,17.98216933,12.1971368,0.974856515,0.974890166,76.41390801,0.143035443,1344
997002,Andromeda XVII,0.64431302,62.09637998,21403.93728,0.670473468,10.30304133,,,,,0.063819061,1266
997002,Andromeda XVIII[60],0.852030501,71.92199684,19922.80377,0.712730242,,,,,,0.045470993,1424
997002,Andromeda XX,0.941262217,83.02212117,29194.62803,0.749118948,14.31956911,6.874573877,0.729366814,0.622272025,148.3490162,0.053826064,1354
997002,Andromeda XXIII,0.836952315,82.06740183,23399.03298,0.832680938,14.25538751,8.644229392,0.797487424,0.721868677,166.9691649,0.065366891,1333
997002,Andromeda XXII[57],0.961498343,81.45171223,36351.45172,0.905399699,15.99681059,9.21313347,0.831530491,0.707308725,109.0308974,0.074788647,1310
997002,Andromeda XXIV,0.488553846,56.72812919,22639.14054,0.525997789,13.96551869,6.921001844,0.504021069,0.56029239,197.8217862,0.047914259,1403
997002,Andromeda XXIX,0.672853142,62.25326725,15124.7728,0.480691695,,5.926665674,,,,0.047235624,1428
997002,Andromeda XXI[57],0.967035544,81.77508081,25270.15266,0.964975614,16.74674532,13.64047318,0.779339418,0.883051236,78.8212726,0.089284542,1332
997002,Andromeda XXV,0.734714572,72.94683102,30558.5487,0.768985117,14.39945454,11.25059658,0.769144282,0.694839953,157.3564845,0.057991717,1389
997002,Andromeda XXVI,0.747532787,75.36309271,16569.79096,0.661884457,12.38785135,8.285192791,0.621021391,0.556647881,178.7429452,0.053756945,1418
997002,Andromeda XXVIII,0.903971748,72.6553175,22185.61952,0.771211854,14.85088344,12.26885661,0.81984168,0.799867051,116.199643,0.08695114,1439
997002,Antlia 2,0.939817799,92.42981281,29261.96558,0.971700794,15.2921907,9.305426721,0.863218984,0.838649589,84.5067103,0.102535462,1382
997002,Antlia B,0.594391513,60.71524083,22008.58616,0.366939063,8.428248774,4.796609357,0.434133967,0.430215863,211.4248017,0.044703,1297
997002,Antlia Dwarf,0.78869467,73.87979914,22910.89176,0.722921021,10.60916317,9.992109828,0.707104181,0.742680407,154.1822525,0.057739857,1427
997002,Aquarius Dwarf Galaxy (DDO 210),0.812001418,67.34388032,21023.45317,0.708855545,10.07132796,6.707779621,0.453678959,0.416014968,137.5566726,0.047618495,1323
997002,Aquarius II,0.683687774,55.19838176,17973.21867,0.787016732,11.41165583,8.604795277,0.688926729,0.669778992,161.9368707,0.049572956,1429
997002,Barnard's Galaxy (NGC 6822),0.739707216,70.53061486,42568.91103,1.030052779,12.9121372,9.438703819,0.750057743,0.706660867,128.205324,0.05168157,1392
997002,Boötes I,0.647551463,63.05709903,30148.38353,0.914984587,14.597675,10.6247662,0.665934794,0.671058009,130.9183822,0.049314916,1341
997002,Boötes II,1.076383965,90.89489927,28971.79166,0.944677397,15.78423982,12.11531448,0.930027053,0.925439703,87.07520164,0.09942057,1334
997002,Boötes III,0.880778543,78.47832402,19163.42313,0.783377363,13.20839212,10.36117531,0.842843457,0.755105729,126.6436858,0.06033216,1305
997002,Boötes IV,0.817460012,76.43614038,30767.64883,0.884876789,14.3253507,6.181592626,0.719234503,0.544373076,116.4705309,0.058388937,1294
997002,Camelopardalis B,0.848785154,74.8485866,37333.02886,0.942330694,14.92265235,5.840353265,0.781843956,0.610256851,129.3334056,0.059203374,1263
997002,Canes Venatici I Dwarf,0.8356526,76.59168516,33405.62945,0.821151407,17.48165293,13.38920192,0.896611795,0.788209173,126.7986811,0.100812805,1339
997002,Canes Venatici II Dwarf,0.962077366,87.09648434,32136.17102,0.908170365,15.15262396,12.25462426,0.944153427,0.875430048,93.78128926,0.196921869,1296
997002,Carina Dwarf (E206-G220),0.735076297,72.125713,20612.96757,0.693802407,12.75583688,,,,,0.048870541,1388
997002,Carina II,0.868403863,73.97279465,21054.9689,0.533914601,9.82089702,5.939128688,0.604396018,0.530537361,153.3978832,0.051300022,1321
997002,Carina III,0.879447719,83.27204012,18265.05455,0.722672424,16.85568316,15.36030483,0.898735136,0.709986516,142.3237528,0.081072409,1303
997002,Cas 1 (KK98 19),0.90892692,79.33221727,20779.31211,0.787024411,14.31091873,7.261499249,0.779046412,0.614773747,138.9123593,0.061585035,1377
997002,"Cassiopeia Dwarf (Cas dSph, Andromeda VII)",1.078113318,89.11286257,49300.8809,0.979701154,13.78796387,13.14554249,0.954754454,0.91154623,67.97737619,0.166212031,1281
997002,Cassiopeia II (Andromeda XXX),0.803510632,68.238726,18211.38913,0.661137872,9.613160334,7.70852476,0.679602607,0.55825824,163.0289145,0.05049516,1342
997002,Cassiopeia III (Andromeda XXXII),0.983666229,82.95644805,26623.02547,0.819178526,15.94852374,13.38033945,0.867888965,0.884179654,113.8202239,0.068578109,1270
997002,Cetus Dwarf,1.164730726,91.6445344,39338.91153,1.009404948,21.38559855,12.56924526,0.907283093,0.983637955,43.11350688,0.341828482,1404
997002,Cetus III,0.653539167,62.71677737,30506.12789,0.875331066,15.48282903,9.322746287,0.618928424,0.614951813,145.2890176,0.04656927,1291
997002,Columba I,0.985953008,80.69868466,21921.96498,0.876260116,16.41190089,10.43966452,0.835514495,0.778954444,116.3419223,0.066318765,1280
997002,Coma Berenices Dwarf,0.845166603,75.47801861,18811.68361,0.848653603,13.80705255,13.72825326,0.770791198,0.854262568,113.3944245,0.09942459,1274
997002,Crater II,0.570921584,57.88646535,26084.21941,0.459731839,10.10595878,3.179879702,0.53428377,0.575593051,172.385703,0.047780904,1425
997002,DDO 99 (UGC 6817),1.037527409,81.56086158,31061.74388,0.903550138,14.18925736,15.16307194,0.907844961,0.854095362,123.9540959,0.085813657,1401
997002,Donatiello I,1.091713701,91.68020872,46116.53171,0.91395373,20.57992717,9.974142568,0.884171445,0.935770765,85.0138864,0.162300055,1319
997002,Draco Dwarf (DDO 208),0.527606411,57.33556285,23782.04492,0.45583765,8.908776838,5.40511269,0.454892397,0.476194968,184.9633964,0.045680048,1351
997002,Draco II,0.707412383,62.47061644,4394.778613,0.612021666,7.48193594,4.524329934,0.512925313,0.421828083,,0.047533559,1405
997002,Dwingeloo 1,1.011852365,80.01487675,26913.63637,0.784844588,16.96357023,,,,,0.074064011,1381
997002,Dwingeloo 2,0.686268532,73.37240407,8423.725832,0.744728555,9.188583594,5.002355343,0.48891385,0.373276115,158.9600335,0.045768879,1368
997002,ESO 274-01[70],0.72779905,72.27676769,22382.3408,0.677217079,8.037821536,2.67199305,0.602822992,0.476877498,162.4806391,0.045990667,1397
997002,ESO 294-010,0.971301369,92.10006569,66739.66091,1.204231,17.62582675,16.53091591,1.186909358,1.018248753,54.17206596,0.270894495,1277
997002,ESO 321-014[70],0.889404261,73.02865957,24041.49017,1.003520862,12.44008332,10.79590697,0.83059868,0.65195152,134.6605274,0.068205059,1278
997002,ESO 325-11,1.025739281,83.75529647,40300.58214,1.035215491,17.49737704,11.9383164,0.842850945,0.779152246,89.13909766,0.076753275,1358
997002,ESO 383-087 (ISG 39),0.732482434,72.33171925,14380.77515,0.687382593,12.66401031,4.393266466,0.582966881,0.452864631,206.064969,0.047490934,1390
997002,ESO 410-G005,0.99201759,81.3700574,34247.81288,0.850573841,14.76915309,,,,,0.071714569,1306
997002,ESO 540-030 (KDG 2),0.93691265,84.17830155,13882.65831,0.71280788,14.48420554,,,,,0.062036464,1419
997002,ESO 540-032,0.940778541,81.03789021,14416.01855,0.576168413,11.96902014,6.829320005,0.775473165,0.73254039,151.156303,0.067278879,1355
997002,Eridanus II,0.804331223,76.9680836,15836.85924,0.724700236,16.69153895,14.90083937,0.720616323,0.85911041,144.719062,0.066952128,1268
997002,FM2000 1,0.922153034,79.55228565,36639.57404,0.848457696,13.75790585,8.553436491,0.871946769,0.72329174,88.13977927,0.06495816,1415
997002,Fornax Dwarf (E356-G04),1.072943741,85.97564128,54428.80784,0.969974629,17.11455856,12.70139001,0.981907272,0.927111437,80.46835615,0.162858737,1295
997002,GR 8 (DDO 155),0.921766901,87.34962,17627.42556,0.852955882,14.55468568,9.722618929,0.696973799,0.769728262,108.7122642,0.058607039,1413
997002,Grus I,1.043325959,85.71494352,23779.83502,0.814601183,15.16265203,10.2491138,0.879748211,0.768896537,122.4588932,0.078323316,1396
997002,Grus II,0.856516916,74.85879909,13205.36125,0.747601863,14.10417261,10.2219775,0.763001427,0.641915261,162.3288098,0.051298304,1261
997002,HIPASS J1247-77,0.964904056,84.14664224,22755.56515,0.759862607,12.16953898,9.531929424,0.773170979,0.65261163,154.4584082,0.066559502,1298
997002,HIZSS 003,1.068302592,85.7185409,39952.49794,1.108823454,21.33478439,15.43873747,0.957476168,0.958318733,52.84743441,0.169100842,1312
997002,Hercules Dwarf,0.951589188,81.07851199,11285.3796,0.699967362,14.46673262,13.60296827,0.80210283,0.824065076,98.01509725,0.053417415,1434
997002,"Holmberg II (DDO 50, UGC 4305)",0.96677253,87.6189312,125757.406,1.102700258,13.92403029,13.00908178,0.941715273,0.769878595,65.19669582,0.055121908,1289
997002,Horologium I,0.814072852,79.72103739,12977.78556,0.699053984,,,,,,0.056244393,1331
997002,Horologium II,0.61157928,57.62230756,20033.26338,0.453978976,7.851203273,,,,,0.047570962,1335
997002,Hydra II,0.553986327,61.2254666,28943.60401,0.616497602,9.743234186,5.56810081,0.551203839,0.460909161,160.6553572,0.048306186,1422
997002,Hydrus I,1.036864075,84.14384654,27176.94679,0.794206533,14.1038134,13.35844446,0.850006769,0.775862842,119.9923272,0.080789361,1391
997002,IC 10 (UGC 192),0.913304605,84.2465645,52574.62884,1.039890938,18.64020647,14.4930723,0.99917669,1.01733793,59.16329726,0.183130927,1348
997002,IC 1613 (UGC 668),0.623255251,62.15829057,21250.68495,0.608213371,6.390990245,4.57586902,0.531125226,0.366325654,148.2822002,0.045873004,1275
997002,IC 3104,0.6627331,69.19124056,13954.2087,0.635482272,8.706360923,6.189592877,0.613684685,0.464295079,174.9483245,0.044658904,1282
997002,IC 342,0.94455576,74.30227588,29973.23827,0.908511693,17.05217432,11.93385873,0.792843053,0.8362801,113.872613,0.064963921,1345
997002,IC 4662 (ESO 102-14),0.932094706,74.52965482,20990.8093,0.856092071,16.62405929,9.903971039,0.807017728,0.784446759,134.5576249,0.056269455,1400
997002,IC 5152,0.922545707,74.89126348,14496.26524,0.653675235,12.28953329,6.765241715,0.684449623,0.689051442,159.4210331,0.057196437,1416
997002,Indus II,1.060553027,85.96424271,26631.60248,0.985716454,15.55007778,11.70189154,0.928138129,0.841110759,86.78014101,0.085233102,1435
997002,KK98 35,1.050341735,89.42330717,68366.31321,1.137354675,18.09440907,12.33608153,0.94298668,0.884580529,65.043218,0.213046314,1407
997002,KK98 77,0.593488281,54.5134481,23965.87915,0.706393679,12.23488053,7.669798491,0.55148643,0.666456921,204.9401962,0.048666616,1293
997002,KKH 11 (ZOAG G135.74-04.53),0.939327053,85.37913339,20374.34856,0.668440098,16.89513505,12.21853448,0.824421348,0.790573155,100.5886789,0.099161392,1383
997002,KKH 12,0.432831034,50.88833636,14958.27441,0.533941412,10.08166303,6.188182131,0.421972386,0.328124338,212.5253732,0.046487721,1398
997002,KKH 37 (Mai 16),0.937232503,76.29244985,21168.80777,0.706317744,16.15818969,13.79272475,0.774718569,1.06570301,108.5846736,0.094564983,1412
997002,KKR 03 (KK98 230),0.839143942,74.04366767,27524.17464,0.941119128,,12.96463011,,,,0.051839379,1322
997002,KKR 25,0.503755203,56.10870212,26745.90041,0.694941991,9.506662357,,,,,0.048270352,1409
997002,KKh 060,0.713083246,61.58804676,20920.08421,0.71667397,15.20693102,7.471732293,0.755607931,0.655512925,141.1103167,0.048996653,1421
997002,KKh 086,0.96002404,90.24923849,117385.663,1.166360533,14.43885479,9.526895782,0.970529997,0.799159195,61.45810396,0.057649136,1325
997002,KKh 98,0.865276771,82.0214463,25514.70962,0.736444478,13.93817562,9.908512147,0.812388066,0.722544079,102.7102732,0.061859739,1314
997002,KKs 3,0.917233743,72.85965721,23542.67448,0.668086511,8.711061802,5.626960154,0.637096386,0.348155643,196.4550165,0.051084314,1361
997002,KUG 1210+301B (KK98 127),0.790608327,73.66224367,24997.27732,0.575259859,12.84353273,6.330870945,0.504885638,0.45820608,168.907476,0.050903299,1436
997002,Lacerta I (Andromeda XXXI),0.90693803,75.56489119,26674.59885,0.806279728,16.20715266,13.91096568,0.885802024,0.819176771,86.36751249,0.068556274,1370
997002,Large Magellanic Cloud (LMC),0.75112329,71.73763404,14009.05046,0.695900026,9.231936749,,,,,0.050178575,1411
997002,"Leo A (Leo III, DDO 69)",0.781447829,74.79316267,16533.09711,0.754644108,11.11339212,8.617448722,0.672025178,0.537092648,155.4384145,0.052599064,1373
997002,"Leo I Dwarf (DDO 74, UGC 5470)",0.556962965,57.49815574,22737.50632,0.486068022,6.21197639,,,,,0.045821361,1433
997002,"Leo II Dwarf (Leo B, DDO 93)",0.897850561,75.98035083,21226.71278,0.70640331,13.81443654,7.645146801,0.754749535,0.627474386,115.9769806,0.057111111,1437
997002,Leo IV Dwarf,1.029868306,83.28250768,60870.42819,1.010761523,18.33797747,11.80936966,0.972366465,0.929182402,76.19416866,0.210771051,1414
997002,Leo P,1.105523252,89.60789917,62258.65517,1.178641317,20.34500761,13.89563446,1.04517304,0.951002541,24.02206414,0.188625414,1308
997002,Leo T Dwarf,1.039505789,88.90979707,31667.52323,1.102207965,21.34414734,11.7207565,1.016990596,0.951605859,46.37277328,0.231556189,1395
997002,Leo V Dwarf,0.753109166,68.04154435,27191.45494,0.576813861,5.342429111,7.037346189,0.587263724,0.407616412,190.2177016,0.045092496,1406
997002,M110 (NGC 205),0.986117071,84.02101728,19317.31519,0.832110891,16.11914827,,,,,0.065962892,1329
997002,M32 (NGC 221),0.887189048,84.39599231,33234.72926,0.78676269,13.13678738,6.897120943,0.664649639,0.391672308,151.0361343,0.05732525,1330
997002,MB 1 (KK98 21),0.946706918,84.54512012,36030.9973,0.936800872,15.57156126,15.00320392,0.901408288,0.994840578,85.38341595,0.12996648,1364
997002,MB 3,1.119362043,81.40535769,71076.09555,1.15430366,17.89691137,11.25789328,0.920857262,0.726694135,69.40541195,0.167748557,1440
997002,Maffei 1,0.949013753,81.16338692,39435.70428,0.979443636,18.42113731,15.33595294,0.954376438,0.930183326,72.11718715,0.217551784,1369
997002,Maffei 2,0.868482787,73.93803584,12225.37088,0.646132175,12.10817285,,,,,0.049815124,1324
997002,NGC 147 (DDO 3),0.645359553,58.53086032,23320.65964,0.682751271,12.44335619,7.444703223,0.538864133,0.579591543,180.1437209,0.047939846,1316
997002,NGC 1560,0.922568864,74.31794068,22511.63302,0.924188361,14.36987543,11.23188644,0.748407005,0.726670568,,0.055488855,1417
997002,NGC 1569 (UGC 3056),0.549999909,54.04024019,23179.00388,0.476766478,13.43567647,5.702101375,0.503501421,0.495364014,203.6795993,0.047233707,1371
997002,NGC 185,0.888416095,82.66876047,23819.52072,0.743057068,15.95894428,,,,,0.066033754,1326
997002,NGC 2366,0.764916862,64.86309819,18877.12929,0.441326482,15.01176274,13.18741304,0.737635356,0.761245158,161.8717826,0.057465965,1350
997002,NGC 2403,0.905254189,76.14077116,30531.79202,0.945794397,17.42068134,14.10347588,0.858436455,0.938233205,93.1401545,0.110285515,1365
997002,NGC 247,0.873058728,81.33296505,15085.0234,0.738899074,,,,,,0.057089422,1287
997002,NGC 300,0.527846743,60.73666439,16138.7723,0.605729343,6.178160881,5.610567873,0.386232215,0.302987341,226.9681199,0.045559255,1349
997002,NGC 3109,0.820106539,82.89316247,24399.49101,0.649819661,11.36377822,6.276678597,0.753455055,0.565696614,188.275143,0.051793972,1301
997002,NGC 3741,0.968699191,86.92885314,41182.96311,1.028471691,21.9119671,16.11598803,1.051198341,1.073360866,85.77026354,0.291814138,1318
997002,NGC 404,0.890620244,83.71766347,20933.29938,0.837424499,15.99622178,12.87268619,0.804820712,0.849573987,124.1253972,0.070421639,1279
997002,NGC 4163 (NGC 4167),0.947060099,79.21739653,66586.37738,1.022178517,16.89373462,9.160651209,0.950717342,0.743334807,115.3392017,0.051533132,1378
997002,NGC 4214 (UGC 7278),0.920684371,75.81430201,16038.26391,0.658543654,14.61341499,12.74758395,0.728798087,0.788395721,131.8560864,0.046718168,1410
997002,NGC 5102,1.067861549,86.35802664,42532.59049,1.042786543,18.89499662,14.90161325,0.962625466,0.992865877,56.25539896,0.153094538,1340
997002,NGC 5206,0.546120827,47.3990558,24739.32966,0.723099026,13.20986678,8.744778011,0.585604671,0.784652354,141.423941,0.048197555,1380
997002,NGC 5237,1.063099767,80.92481509,53924.17544,1.070967004,,15.59763406,,,72.63257263,0.126572158,1438
997002,NGC 55,0.990317339,76.09536958,56787.7201,1.124375888,13.94956068,,,,,0.093900659,1300
997002,Pegasus Dwarf Irregular (DDO 216),0.946982583,83.50490105,25871.50863,1.023325556,13.6593844,10.08765485,0.900562837,0.666356319,100.6996235,0.058319879,1379
997002,Pegasus Dwarf Sph (And VI),0.911496876,81.21066187,37437.03817,0.847061196,16.03927809,14.36435588,0.885272765,1.001707974,57.28969652,0.133777455,1372
997002,Pegasus III,0.663926253,61.43560159,27276.88469,0.827158459,,,,,,0.042409366,1338
997002,Perseus I (Andromeda XXXIII),1.032717549,79.36539958,107188.1003,1.195831257,16.78512272,7.970171345,0.939951568,0.845665573,72.77811348,0.054765375,1402
997002,Phoenix Dwarf Galaxy (P 6830),1.076041589,83.89463511,49576.5093,0.969319386,18.63802008,13.44201429,1.006732731,0.983935071,52.62327801,0.183595867,1311
997002,Phoenix II,0.913093852,73.2823291,16566.88914,0.611087955,12.27701897,10.17660172,0.728555313,0.55401307,166.6411271,0.061106303,1347
997002,Pictor II,1.030976721,84.23430656,68375.297,1.071552514,21.89017071,13.37006654,0.974451001,1.130616203,82.32096412,0.183552379,1420
997002,Pisces Dwarf,1.007650939,82.90277005,27690.28158,0.746236712,14.97064553,9.6749868,0.818531498,0.749281886,145.0162746,0.065431357,1431
997002,Pisces I,0.694810259,67.79907144,19520.34615,0.464131979,9.774235757,6.843128671,0.598304756,0.569149607,189.8439444,0.049517384,1352
997002,Pisces II,0.854471799,74.55646824,24939.58246,0.802345145,13.9810886,8.879998453,0.845099049,0.609381901,160.9611644,0.057920939,1264
997002,Pisces III (Andromeda XIII),0.865685091,77.32393185,35353.58367,0.973943572,14.83052443,9.431717853,0.915053611,0.710128877,121.7840268,0.05544318,1315
997002,Pisces IV (Andromeda XIV),0.974462538,77.71047652,22078.75025,0.493825221,13.21272038,12.65357847,0.711164895,0.840407157,159.5374116,0.067757702,1271
997002,Pisces V (Andromeda XVI),0.752499019,56.40533145,13092.53293,0.647723878,7.316732479,3.857031,0.47378735,0.462989438,207.6660327,0.04603086,1408
997002,Reticulum II,0.832357892,77.92018922,19728.10138,0.759940515,16.12952836,12.6657042,0.726671764,0.928488822,105.594733,0.106657125,1290
997002,Reticulum III,0.658729186,54.91555778,20244.58105,0.50027144,6.308481924,,,,,0.046594318,1304
997002,Sagittarius Dwarf Irregular Galaxy (SagDIG),0.872885604,86.89164255,39170.04562,0.894749891,14.72022396,12.3165487,0.816688124,0.656614866,84.57684376,0.06615958,1309
997002,Sagittarius Dwarf Sphr SagDEG,0.901319449,82.10071305,29738.80226,0.908044302,18.37067452,11.73855785,0.99898072,0.90279871,98.92500215,0.074128743,1430
997002,Sagittarius II,0.985054845,83.8219921,17738.66577,0.806178091,15.36391214,10.51360376,0.954965362,0.938337811,133.5295425,0.087035551,1313
997002,Sculptor Dwarf (E351-G30),1.13027604,89.55713793,56482.63263,1.108389908,19.8802275,13.28759953,1.055814575,0.999689984,59.7811087,0.165552042,1374
997002,Segue 1,0.509632104,56.11145234,11067.67435,0.636797441,6.435652212,,,,,0.046025296,1362
997002,Segue 2,0.949464806,81.12066227,51561.08139,1.140168466,14.09809724,,,,,0.087282168,1367
997002,"Sextans A (92205, DDO 75)",1.025418783,81.72425941,,,,,,,,0.108697807,1356
997002,Sextans B (UGC 5373),0.73634937,71.52316842,22722.68275,0.588026203,10.05440324,6.273470628,0.583119992,0.568506267,176.8983909,0.065860051,1386
997002,Sextans Dwarf Sph,0.609309494,64.10393482,25013.67641,0.62509822,9.780732091,8.408529612,0.594427693,0.464705255,164.8353458,0.047715949,1286
997002,"Small Magellanic Cloud (SMC, NGC 292)",0.988047149,79.05275167,29215.10176,0.986597456,17.03696788,6.787620267,0.925957643,0.702923149,112.0814945,0.059182292,1285
997002,Triangulum Galaxy (M33),0.83768042,79.41020674,44367.27612,0.934001698,17.03528265,7.886284734,0.854854998,0.754997266,84.36198245,0.050543041,1328
997002,Triangulum II,1.082221729,90.71446904,45587.06348,0.983155751,20.86178416,12.4411767,0.960929206,0.884967917,44.0371755,0.185338479,1262
997002,Tucana Dwarf,1.02583565,87.43901891,100275.1423,1.105039174,15.07381852,12.92143151,1.041251671,0.907312815,79.23405534,0.160757733,1359
997002,Tucana II,0.960154247,82.87756034,23695.33475,0.740729837,,,,,,0.074134966,1327
997002,Tucana III,0.918028088,74.05508673,19608.04802,0.911926492,12.53974568,9.568852,0.779791583,0.656766773,139.7441971,0.062321972,1357
997002,Tucana IV,0.64163808,68.49038842,28323.90455,0.568650935,12.58035346,4.384412276,0.570956315,0.416245986,185.4014447,0.046935317,1265
997002,UGC 4483,0.670682089,64.27447487,6599.285816,0.50642583,12.42220789,6.847652434,0.650909057,0.509694265,172.7903404,0.048911624,1272
997002,UGC 4879 (VV124)[61],0.871877264,79.88788521,22925.96224,0.743151376,13.81634503,12.69453827,0.744068405,0.822229219,124.3069185,0.069976238,1337
997002,UGC 7577 (DDO 125),0.873449578,75.2719327,31561.81159,0.804523564,14.91872243,14.73974659,0.810670753,0.802705652,101.3337613,0.086320963,1288
997002,UGC 8508 (I Zw 060),0.959195239,88.57177221,41207.92806,1.106343248,20.07124732,9.972280269,1.05109157,0.794499308,86.74815611,0.133852333,1320
997002,UGC 8651 (DDO 181),0.596116606,55.20462629,,,,,,,,0.04609798,1302
997002,UGC 8833,0.735995984,67.07683305,30416.97193,0.835037059,,,,,,0.050472294,1387
997002,UGC 9128 (DDO 187),0.95671085,85.17276022,30272.04529,0.982963821,13.52038836,10.22610848,0.884738567,0.792992322,101.7725404,0.06179382,1273
997002,UGC 9240 (DDO 190),0.474963572,50.20655971,12984.24208,0.531696741,10.07123351,5.296672861,0.495506694,0.357351778,189.3384786,0.045168721,1385
997002,UGCA 105,0.904644749,75.52324279,30384.53018,0.715203081,17.35061274,11.50756698,0.78403299,0.962952051,95.51087729,0.052715906,1423
997002,UGCA 133 (DDO 44),0.592045028,56.09549236,23484.241,0.675957385,9.437830095,7.555190404,0.477520347,0.446270449,204.6111817,0.048947358,1336
997002,UGCA 15 (DDO 6),0.766831552,74.81690015,23741.7822,0.746332067,,,,,,0.050629876,1346
997002,UGCA 276 (DDO 113),0.917219571,81.75353329,27210.79195,0.876098652,16.05126264,,,,,0.04728126,1353
997002,UGCA 292,0.851194831,70.11955003,27277.24264,0.909697229,14.84873362,,,,,0.060298369,1269
997002,UGCA 438 (ESO 407-018),0.948356707,81.60104883,21462.64727,0.716014388,15.45205506,,,,,0.071835791,1375
997002,UGCA 86,0.7871136,67.81395258,27331.84166,0.735923424,12.8754621,7.224032703,0.640244183,0.533399094,175.2093853,0.048090319,1432
997002,UGCA 92,0.757157071,67.61614847,19552.50522,0.848178367,17.1071809,12.18716163,0.72715106,0.864069758,127.4993668,0.05163308,1360
997002,Ursa Major I Dwarf (UMa I dSph),0.840166788,86.66935455,11575.28347,0.779586638,12.95798136,8.628756947,0.877214638,0.670341795,117.0539118,0.060448916,1317
